wpcf-a570,wpcf-a195,wpcf-a572,post_type,lng,id,post_author,wpcf-a175,wpcf-a174,wpcf-a177,wpcf-a176,ibge,wpcf-a173,wpcf-a172,post_status,wpcf-a179,wpcf-a178,wpcf-a188,wpcf-a180,wpcf-a181,wpcf-a182,wpcf-a183,wpcf-a184,wpcf-a185,wpcf-a186,wpcf-a187,lat,wpcf-a569,comment_status,wpcf-a167,wpcf-a164,post_title,wpcf-a489,wpcf-a168,wpcf-a169
Pedra Grande,Sim,3483,municipio,-35.8759906400618,,240950,Sim,Sim,Não,Sim,240950,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.14938743349801,RN,open,Sim,Integrado ao sistema estadual de ensino,Pedra Grande - RN,Sim,Sim,Não
Pedra Preta,Sim,2571,municipio,-36.1031358189646,,240960,Não aplicável,Não aplicável,Não aplicável,Não aplicável,240960,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-5.58190915620307,RN,open,Não,Integrado ao sistema estadual de ensino,Pedra Preta - RN,Não,Sim,Sim
Pedro Avelino,Sim,7107,municipio,-36.3852292558735,,240970,Sim,Sim,Não,Não,240970,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,-5.52400218205231,RN,open,Não,Próprio,Pedro Avelino - RN,Não,Sim,Sim
Pedro Velho,Sim,14160,municipio,-35.2229392416707,,240980,Não aplicável,Não aplicável,Não aplicável,Não aplicável,240980,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-6.43318948820377,RN,open,Não,Integrado ao sistema estadual de ensino,Pedro Velho - RN,Não,Sim,Sim
Pendências,Sim,13588,municipio,-36.7191460402508,,240990,Sim,Sim,Não,Não,240990,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-5.25678817094245,RN,open,Sim,Integrado ao sistema estadual de ensino,Pendências - RN,Não,Sim,Sim
Pilões,Não,3488,municipio,-38.0444431555028,,241000,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241000,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-6.26572244024087,RN,open,Sim,Integrado ao sistema estadual de ensino,Pilões - RN,Sim,Sim,Sim
Poço Branco,Sim,14079,municipio,-35.6550117699579,,241010,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241010,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-5.61885150409171,RN,open,Sim,Integrado ao sistema estadual de ensino,Poço Branco - RN,Não,Sim,Não
Portalegre,Sim,7365,municipio,-37.9851948257179,,241020,Sim,Sim,Não,Não,241020,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-6.02432801349187,RN,open,Sim,Integrado ao sistema estadual de ensino,Portalegre - RN,Sim,Sim,Sim
Porto do Mangue,Sim,5306,municipio,-36.7805380667257,,241025,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241025,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-5.06967015221064,RN,open,Não,Integrado ao sistema estadual de ensino,Porto do Mangue - RN,Não,Sim,Sim
Presidente Juscelino,Não,8904,municipio,-35.7056053223905,,241030,Sim,Sim,Sim,Sim,241030,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,-6.10491278564986,RN,open,Sim,Próprio,Presidente Juscelino - RN,Sim,Sim,Sim
Pureza,Sim,8537,municipio,-35.5622682321378,,241040,Sim,Sim,Não,Sim,241040,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-5.46591858591341,RN,open,Sim,Próprio,Pureza - RN,Sim,Sim,Sim
Rafael Fernandes,Sim,4727,municipio,-38.2225028856897,,241050,Não,Sim,Não,Não,241050,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-6.18649519808459,RN,open,Não,Integrado ao sistema estadual de ensino,Rafael Fernandes - RN,Sim,Sim,Sim
Rafael Godeiro,Sim,3072,municipio,-37.7159740682361,,241060,Sim,Sim,Sim,Sim,241060,Sim,Sim,publish,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,-6.07829664776498,RN,open,Não,Integrado ao sistema estadual de ensino,Rafael Godeiro - RN,Não,Sim,Sim
Riacho da Cruz,Sim,3204,municipio,-37.9502747099434,,241070,Sim,Sim,Não,Não,241070,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.93580252202388,RN,open,Não,Integrado ao sistema estadual de ensino,Riacho da Cruz - RN,Sim,Não,Sim
Riacho de Santana,Sim,4153,municipio,-38.3148330293793,,241080,Sim,Sim,Não,Não,241080,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.26473054680818,RN,open,Não,Próprio,Riacho de Santana - RN,Não,Sim,Sim
Riachuelo,Não,7168,municipio,-35.8262747639025,,241090,Sim,Sim,Não,Não,241090,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.81394696471208,RN,open,Não,Integrado ao sistema estadual de ensino,Riachuelo - RN,Não,Sim,Sim
Rodolfo Fernandes,Sim,4415,municipio,-38.0628743291341,,241100,Sim,Sim,Não,Sim,241100,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-5.78799361171139,RN,open,Sim,Integrado ao sistema estadual de ensino,Rodolfo Fernandes - RN,Sim,Sim,Não
Tibau,Não,3725,municipio,-37.2513026681358,,241105,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241105,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-4.84143741044144,RN,open,Sim,Integrado ao sistema estadual de ensino,Tibau - RN,Sim,Não,Sim
Ruy Barbosa,Sim,3589,municipio,-35.9354841632411,,241110,Sim,Sim,Não,Não,241110,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-5.87942894095812,RN,open,Sim,Integrado ao sistema estadual de ensino,Ruy Barbosa - RN,Sim,Sim,Sim
Santa Cruz,Sim,36143,municipio,-36.0205165703447,,241120,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241120,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-6.23007562338656,RN,open,Sim,Integrado ao sistema estadual de ensino,Santa Cruz - RN,Sim,Não,Sim
Santana do Matos,Sim,13642,municipio,-36.6541049650822,,241140,Sim,Sim,Não,Sim,241140,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,-5.95772715540178,RN,open,Sim,Integrado ao sistema estadual de ensino,Santana do Matos - RN,Não,Sim,Sim
Santana do Seridó,Sim,2538,municipio,-36.7368516418736,,241142,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241142,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-6.77015175289955,RN,open,Não,Integrado ao sistema estadual de ensino,Santana do Seridó - RN,Não,Sim,Sim
Santo Antônio,Sim,22378,municipio,-35.4751369839982,,241150,Sim,Sim,Não,Sim,241150,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.30517392129752,RN,open,Sim,Próprio,Santo Antônio - RN,Não,Não,Sim
São Bento do Norte,Sim,2945,municipio,-36.0354313533959,,241160,Sim,Sim,Não,Não,241160,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.05950106008262,RN,open,Sim,Integrado ao sistema estadual de ensino,São Bento do Norte - RN,Não,Sim,Sim
São Bento do Trairí,Não,3956,municipio,-36.0868875014205,,241170,Sim,Sim,Não,Não,241170,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.34448121674061,RN,open,Sim,Integrado ao sistema estadual de ensino,São Bento do Trairí - RN,Não,Sim,Não
São Fernando,Não,3414,municipio,-37.1854030398375,,241180,Sim,Sim,Sim,Não,241180,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Não,-6.38386107302845,RN,open,Não,Integrado ao sistema estadual de ensino,São Fernando - RN,Não,Não,Sim
São Francisco do Oeste,Sim,3905,municipio,-38.1692961807558,,241190,Sim,Sim,Não,Não,241190,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-6.00063657053982,RN,open,Não,Integrado ao sistema estadual de ensino,São Francisco do Oeste - RN,Sim,Sim,Sim
São Gonçalo do Amarante,Sim,89045,municipio,-35.3311560930852,,241200,Sim,Sim,Não,Sim,241200,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-5.78955554020528,RN,open,Sim,Integrado ao sistema estadual de ensino,São Gonçalo do Amarante - RN,Sim,Sim,Sim
São João do Sabugi,Não,5940,municipio,-37.2041396579503,,241210,Não,Sim,Não,Não,241210,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-6.71122435001558,RN,open,Sim,Integrado ao sistema estadual de ensino,São João do Sabugi - RN,Sim,Sim,Sim
São José de Mipibu,Não,40150,municipio,-35.2402746487129,,241220,Sim,Sim,Não,Sim,241220,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.0704657116057,RN,open,Sim,Próprio,São José de Mipibu - RN,Sim,Sim,Sim
São José do Campestre,Sim,12385,municipio,-35.7121150331211,,241230,Sim,Sim,Sim,Não,241230,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,-6.31556398064831,RN,open,Não,Integrado ao sistema estadual de ensino,São José do Campestre - RN,Não,Não,Não
São José do Seridó,Sim,4266,municipio,-36.883258892934,,241240,Sim,Sim,Não,Não,241240,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.44879853464511,RN,open,Não,Integrado ao sistema estadual de ensino,São José do Seridó - RN,Não,Não,Não
São Miguel,Não,22314,municipio,-38.4963439736539,,241250,Sim,Sim,Não,Não,241250,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-6.2123429186061,RN,open,Sim,Próprio,São Miguel - RN,Sim,Sim,Sim
São Miguel do Gostoso,Não,8754,municipio,-35.6412835112052,,241255,Sim,Sim,Não,Sim,241255,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-5.1228571163116,RN,open,Não,Integrado ao sistema estadual de ensino,São Miguel do Gostoso - RN,Não,Sim,Sim
São Paulo do Potengi,Sim,15999,municipio,-35.7643696369494,,241260,Sim,Sim,Não,Não,241260,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-5.89982033377983,RN,open,Sim,Integrado ao sistema estadual de ensino,São Paulo do Potengi - RN,Não,Sim,Sim
São Pedro,Sim,6194,municipio,-35.6403110302273,,241270,Sim,Sim,Não,Sim,241270,Sim,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-5.89798028251298,RN,open,Sim,Integrado ao sistema estadual de ensino,São Pedro - RN,Não,Sim,Não
São Rafael,Sim,8105,municipio,-36.8903975641003,,241280,Sim,Sim,Não,Sim,241280,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.80093422659101,RN,open,Sim,Integrado ao sistema estadual de ensino,São Rafael - RN,Não,Sim,Não
São Tomé,Não,10830,municipio,-36.0736631485719,,241290,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241290,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-5.97302234709679,RN,open,Sim,Integrado ao sistema estadual de ensino,São Tomé - RN,Não,Sim,Sim
São Vicente,Sim,6059,municipio,-36.6886618516821,,241300,Não,Sim,Não,Não,241300,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-6.2149638781654,RN,open,Não,Integrado ao sistema estadual de ensino,São Vicente - RN,Não,Não,Não
Senador Elói de Souza,Sim,5684,municipio,-35.6956637751617,,241310,Sim,Sim,Sim,Não,241310,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-6.03622642877325,RN,open,Não,Próprio,Senador Elói de Souza - RN,Não,Não,Não
Senador Georgino Avelino,Não,3972,municipio,-35.1241762279568,,241320,Sim,Sim,Não,Não,241320,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.15869433436923,RN,open,Não,Integrado ao sistema estadual de ensino,Senador Georgino Avelino - RN,Sim,Não,Sim
Serra de São Bento,Não,5734,municipio,-35.7034898198867,,241330,Sim,Sim,Não,Sim,241330,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,-6.41536699233032,RN,open,Não,Integrado ao sistema estadual de ensino,Serra de São Bento - RN,Não,Sim,Sim
Serra do Mel,Não,10445,municipio,-37.0413013452291,,241335,Sim,Sim,Não,Sim,241335,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-5.16524134820184,RN,open,Sim,Integrado ao sistema estadual de ensino,Serra do Mel - RN,Não,Sim,Sim
Serra Negra do Norte,Não,7788,municipio,-37.3949730105827,,241340,Sim,Sim,Não,Sim,241340,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-6.66398433637305,RN,open,Não,Próprio,Serra Negra do Norte - RN,Não,Sim,Sim
Serrinha,Não,6530,municipio,-35.5013432340406,,241350,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241350,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Não,-6.27709152574771,RN,open,Não,Integrado ao sistema estadual de ensino,Serrinha - RN,Não,Não,Sim
Serrinha dos Pintos,Não,4559,municipio,-37.9615790488699,,241355,Sim,Sim,Não,Não,241355,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.1141293698225,RN,open,Não,Integrado ao sistema estadual de ensino,Serrinha dos Pintos - RN,Sim,Sim,Sim
Severiano Melo,Sim,5801,municipio,-37.9565807059839,,241360,Sim,Sim,Não,Não,241360,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-5.77818776528756,RN,open,Não,Integrado ao sistema estadual de ensino,Severiano Melo - RN,Não,Não,Não
Sítio Novo,Sim,5064,municipio,-35.9104491798599,,241370,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241370,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-6.10409158278198,RN,open,Não,Integrado ao sistema estadual de ensino,Sítio Novo - RN,Não,Sim,Sim
Taboleiro Grande,Sim,2340,municipio,-38.0435675405776,,241380,Não,Sim,Não,Não,241380,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.92675229224912,RN,open,Sim,Integrado ao sistema estadual de ensino,Taboleiro Grande - RN,Sim,Sim,Não
Taipu,Sim,11860,municipio,-35.5988465612551,,241390,Sim,Sim,Não,Não,241390,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,-5.61966667527279,RN,open,Não,Integrado ao sistema estadual de ensino,Taipu - RN,Não,Sim,Sim
Tangará,Não,14333,municipio,-35.8001895983091,,241400,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241400,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Não,Não,Sim,-6.19735736831057,RN,open,Sim,Integrado ao sistema estadual de ensino,Tangará - RN,Sim,Sim,Não
Tenente Ananias,Não,9961,municipio,-38.1792978897052,,241410,Sim,Sim,Não,Sim,241410,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.47754371218665,RN,open,Não,Integrado ao sistema estadual de ensino,Tenente Ananias - RN,Sim,Sim,Sim
Tenente Laurentino Cruz,Sim,5483,municipio,-36.7206601448861,,241415,Sim,Sim,Não,Sim,241415,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-6.14723015948954,RN,open,Não,Integrado ao sistema estadual de ensino,Tenente Laurentino Cruz - RN,Não,Não,Sim
Tibau do Sul,Sim,11665,municipio,-35.0926003671736,,241420,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241420,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-6.18807175929036,RN,open,Não,Integrado ao sistema estadual de ensino,Tibau do Sul - RN,Não,Sim,Sim
Timbaúba dos Batistas,Sim,2304,municipio,-37.2713399064401,,241430,Sim,Sim,Não,Não,241430,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.46328926305819,RN,open,Não,Integrado ao sistema estadual de ensino,Timbaúba dos Batistas - RN,Sim,Não,Não
Touros,Sim,31336,municipio,-35.4552931657206,,241440,Sim,Sim,Não,Sim,241440,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Sim,-5.20260680139676,RN,open,Não,Próprio,Touros - RN,Sim,Não,Não
Triunfo Potiguar,Sim,3347,municipio,-37.1837968505575,,241445,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241445,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-5.86695901863489,RN,open,Sim,Integrado ao sistema estadual de ensino,Triunfo Potiguar - RN,Sim,Sim,Sim
Umarizal,Não,10626,municipio,-37.8132584900854,,241450,Sim,Sim,Não,Não,241450,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,-5.98990197956187,RN,open,Sim,Próprio,Umarizal - RN,Sim,Sim,Sim
Upanema,Sim,13146,municipio,-37.2601469419864,,241460,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241460,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-5.64179765927023,RN,open,Sim,Integrado ao sistema estadual de ensino,Upanema - RN,Sim,Sim,Sim
Várzea,Sim,5254,municipio,-35.374790664391,,241470,Sim,Sim,Não,Sim,241470,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,-6.34879989073068,RN,open,Sim,Integrado ao sistema estadual de ensino,Várzea - RN,Sim,Não,Não
Venha-Ver,Sim,3852,municipio,-38.4912301676647,,241475,Sim,Sim,Não,Sim,241475,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,-6.31942283689552,RN,open,Sim,Integrado ao sistema estadual de ensino,Venha-Ver - RN,Sim,Sim,Sim
Vera Cruz,Não,10888,municipio,-35.428109527209,,241480,Não aplicável,Não aplicável,Não aplicável,Não aplicável,241480,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-6.04560848179296,RN,open,Sim,Integrado ao sistema estadual de ensino,Vera Cruz - RN,Sim,Sim,Não
Viçosa,Sim,1626,municipio,-37.9474090159692,,241490,Sim,Sim,Não,Não,241490,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-5.99185717473434,RN,open,Não,Integrado ao sistema estadual de ensino,Viçosa - RN,Sim,Sim,Sim
Vila Flor,Sim,2899,municipio,-35.0761274954455,,241500,Sim,Sim,Sim,Não,241500,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-6.31279187093585,RN,open,Não,Integrado ao sistema estadual de ensino,Vila Flor - RN,Não,Sim,Sim
Água Branca,Sim,9532,municipio,-37.6422090442572,,250010,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250010,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-7.51107015055765,PB,open,Não,Integrado ao sistema estadual de ensino,Água Branca - PB,Sim,Sim,Sim
Aguiar,Sim,5522,municipio,-38.1775818446374,,250020,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250020,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-7.09480576245307,PB,open,Não,Integrado ao sistema estadual de ensino,Aguiar - PB,Não,Não,Não
Alagoa Grande,Não,28427,municipio,-35.6338919827495,,250030,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250030,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-7.036775,PB,open,Sim,Próprio,Alagoa Grande - PB,Sim,Sim,Sim
Alagoa Nova,Não,19766,municipio,-35.75945653982,,250040,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250040,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-7.05779882533355,PB,open,Não,Integrado ao sistema estadual de ensino,Alagoa Nova - PB,Não,Não,Não
Alagoinha,Sim,13660,municipio,-35.5454913506159,,250050,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250050,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-6.94814040463241,PB,open,Sim,Integrado ao sistema estadual de ensino,Alagoinha - PB,Não,Sim,Sim
Alcantil,Não,5261,municipio,-36.0606043308864,,250053,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250053,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-7.74147703829654,PB,open,Sim,Próprio,Alcantil - PB,Não,Sim,Sim
Algodão de Jandaíra,Não,2379,municipio,-36.0060933987894,,250057,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250057,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-6.90469403776756,PB,open,Não,Integrado ao sistema estadual de ensino,Algodão de Jandaíra - PB,Não,Sim,Sim
Alhandra,Sim,18168,municipio,-34.9119851554492,,250060,Sim,Sim,Sim,Não,250060,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,-7.43299530218586,PB,open,Sim,Próprio,Alhandra - PB,Não,Sim,Sim
São João do Rio do Peixe,Não,18199,municipio,-38.445453570848,,250070,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250070,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Não,Não,Sim,-6.73443082832052,PB,open,Não,Próprio,São João do Rio do Peixe - PB,Não,Sim,Sim
Amparo,Não,2104,municipio,-37.0647752481212,,250073,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250073,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Não,-7.5672115216128,PB,open,Não,Próprio,Amparo - PB,Não,Não,Não
Aparecida,Não,7756,municipio,-38.0833382545419,,250077,Sim,Sim,Não,Não,250077,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-6.78369514151856,PB,open,Sim,Próprio,Aparecida - PB,Não,Sim,Sim
Araçagi,Sim,17158,municipio,-35.3832990883057,,250080,Sim,Sim,Não,Não,250080,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-6.85169661748309,PB,open,Sim,Próprio,Araçagi - PB,Não,Sim,Sim
Arara,Não,12738,municipio,-35.7595417215504,,250090,Não aplicável,Não aplicável,Não aplicável,Não aplicável,250090,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-6.82619172120958,PB,open,Sim,Integrado ao sistema estadual de ensino,Arara - PB,Não,Sim,Sim
